Metodo,sizes,nroTermIndpte,tiempo
G,1900,187,9.65182e+09
G,1900,187,1.14003e+10
G,1900,187,1.01996e+10
G,1900,187,9.85873e+09
G,1900,187,9.47781e+09
G,1900,187,9.74934e+09
G,1900,187,9.42312e+09
G,1900,187,9.50262e+09
G,1900,187,9.42115e+09
G,1900,187,9.44478e+09
C,1900,187,4.16239e+07
C,1900,187,4.2095e+07
C,1900,187,4.14222e+07
C,1900,187,4.20565e+07
C,1900,187,4.172e+07
C,1900,187,4.19084e+07
C,1900,187,4.19708e+07
C,1900,187,4.3921e+07
C,1900,187,4.34236e+07
C,1900,187,4.19444e+07
G,1900,188,9.47593e+09
G,1900,188,9.43504e+09
G,1900,188,9.45394e+09
G,1900,188,9.56027e+09
G,1900,188,9.45454e+09
G,1900,188,9.43608e+09
G,1900,188,9.43428e+09
G,1900,188,9.50738e+09
G,1900,188,9.63458e+09
G,1900,188,9.98725e+09
C,1900,188,4.22643e+07
C,1900,188,4.22509e+07
C,1900,188,4.22949e+07
C,1900,188,4.19287e+07
C,1900,188,4.24976e+07
C,1900,188,4.21726e+07
C,1900,188,4.23719e+07
C,1900,188,4.19131e+07
C,1900,188,4.25503e+07
C,1900,188,4.33148e+07
G,1900,189,9.47553e+09
G,1900,189,9.57794e+09
G,1900,189,9.82512e+09
G,1900,189,9.39615e+09
G,1900,189,9.29441e+09
G,1900,189,9.2786e+09
G,1900,189,9.36098e+09
G,1900,189,9.3118e+09
G,1900,189,9.27884e+09
G,1900,189,9.59344e+09
C,1900,189,4.23158e+07
C,1900,189,4.27138e+07
C,1900,189,4.23669e+07
C,1900,189,4.38465e+07
C,1900,189,4.2813e+07
C,1900,189,4.10685e+07
C,1900,189,4.2129e+07
C,1900,189,4.12536e+07
C,1900,189,4.20049e+07
C,1900,189,4.10661e+07
G,2000,190,1.47548e+10
G,2000,190,1.4642e+10
G,2000,190,1.46964e+10
G,2000,190,1.47145e+10
G,2000,190,1.46225e+10
G,2000,190,1.46317e+10
G,2000,190,1.47428e+10
G,2000,190,1.53596e+10
G,2000,190,1.52164e+10
G,2000,190,1.52743e+10
C,2000,190,3.98162e+09
C,2000,190,4.44467e+07
C,2000,190,4.45849e+07
C,2000,190,4.40039e+07
C,2000,190,4.48831e+07
C,2000,190,4.34582e+07
C,2000,190,4.44901e+07
C,2000,190,4.40528e+07
C,2000,190,4.40236e+07
C,2000,190,4.43795e+07
G,2000,191,1.4704e+10
G,2000,191,1.4783e+10
G,2000,191,1.47859e+10
G,2000,191,1.50473e+10
G,2000,191,1.51669e+10
G,2000,191,1.48232e+10
G,2000,191,1.51322e+10
G,2000,191,1.51972e+10
G,2000,191,1.50898e+10
G,2000,191,1.51948e+10
C,2000,191,5.13937e+07
C,2000,191,5.10347e+07
C,2000,191,5.05533e+07
C,2000,191,5.03813e+07
C,2000,191,4.80304e+07
C,2000,191,4.37817e+07
C,2000,191,4.63937e+07
C,2000,191,4.48954e+07
C,2000,191,4.41089e+07
C,2000,191,4.38547e+07
G,2000,192,1.48331e+10
G,2000,192,1.48719e+10
G,2000,192,1.48428e+10
G,2000,192,1.49413e+10
G,2000,192,1.52775e+10
G,2000,192,1.52145e+10
G,2000,192,1.55578e+10
G,2000,192,1.50974e+10
G,2000,192,1.5199e+10
G,2000,192,1.46983e+10
C,2000,192,4.34411e+07
C,2000,192,4.40375e+07
C,2000,192,4.57073e+07
C,2000,192,4.40224e+07
C,2000,192,4.36864e+07
C,2000,192,4.33695e+07
C,2000,192,4.54437e+07
C,2000,192,4.44228e+07
C,2000,192,4.42881e+07
C,2000,192,4.39292e+07
G,2000,193,1.47711e+10
G,2000,193,1.54832e+10
G,2000,193,1.61832e+10
G,2000,193,1.53905e+10
G,2000,193,1.5684e+10
G,2000,193,1.51407e+10
G,2000,193,1.52753e+10
G,2000,193,1.47886e+10
G,2000,193,1.58013e+10
G,2000,193,1.50291e+10
C,2000,193,4.41456e+07
C,2000,193,4.41701e+07
C,2000,193,4.41625e+07
C,2000,193,4.44848e+07
C,2000,193,4.36723e+07
C,2000,193,4.35335e+07
C,2000,193,4.38576e+07
C,2000,193,4.68023e+07
C,2000,193,4.74452e+07
C,2000,193,4.99565e+07
G,2000,194,1.4678e+10
G,2000,194,1.46451e+10
G,2000,194,1.46711e+10
G,2000,194,1.4793e+10
G,2000,194,1.54251e+10
G,2000,194,1.48625e+10
G,2000,194,1.52651e+10
G,2000,194,1.46937e+10
G,2000,194,1.46611e+10
G,2000,194,1.47738e+10
C,2000,194,4.45135e+07
C,2000,194,4.40477e+07
C,2000,194,4.43488e+07
C,2000,194,4.44886e+07
C,2000,194,4.43427e+07
C,2000,194,4.41462e+07
C,2000,194,4.44117e+07
C,2000,194,4.42666e+07
C,2000,194,4.84816e+07
C,2000,194,4.45336e+07
G,2000,195,1.63199e+10
G,2000,195,1.53513e+10
G,2000,195,1.55423e+10
G,2000,195,1.55911e+10
G,2000,195,1.49986e+10
G,2000,195,1.49866e+10
G,2000,195,1.50732e+10
G,2000,195,1.49538e+10
G,2000,195,1.57127e+10
G,2000,195,1.4894e+10
C,2000,195,4.46175e+07
C,2000,195,4.40011e+07
C,2000,195,4.67189e+07
C,2000,195,4.75395e+07
C,2000,195,4.64874e+07
C,2000,195,4.47674e+07
C,2000,195,4.46739e+07
C,2000,195,4.45145e+07
C,2000,195,4.51529e+07
C,2000,195,4.6093e+07
G,2000,196,1.49564e+10
G,2000,196,1.55892e+10
G,2000,196,1.53126e+10
G,2000,196,1.52167e+10
G,2000,196,1.49458e+10
G,2000,196,1.47331e+10
G,2000,196,1.54238e+10
G,2000,196,1.50774e+10
G,2000,196,1.49304e+10
G,2000,196,1.50953e+10
C,2000,196,4.40546e+07
C,2000,196,4.43399e+07
C,2000,196,4.41284e+07
C,2000,196,4.46394e+07
C,2000,196,4.57054e+07
C,2000,196,4.41688e+07
C,2000,196,4.40313e+07
C,2000,196,4.47503e+07
C,2000,196,4.38623e+07
C,2000,196,4.41852e+07
G,2000,197,1.53165e+10
G,2000,197,1.49333e+10
G,2000,197,1.52196e+10
G,2000,197,1.52958e+10
G,2000,197,1.50031e+10
G,2000,197,1.47744e+10
G,2000,197,1.48367e+10
G,2000,197,1.48558e+10
G,2000,197,1.51686e+10
G,2000,197,1.52053e+10
C,2000,197,4.64482e+07
C,2000,197,4.7516e+07
C,2000,197,4.44252e+07
C,2000,197,5.40622e+07
C,2000,197,4.57617e+07
C,2000,197,4.42897e+07
C,2000,197,4.39782e+07
C,2000,197,4.36149e+07
C,2000,197,4.39045e+07
C,2000,197,4.37035e+07
G,2000,198,1.49232e+10
G,2000,198,1.44951e+10
G,2000,198,1.45004e+10
G,2000,198,1.44735e+10
G,2000,198,1.557e+10
G,2000,198,1.50819e+10
G,2000,198,1.53363e+10
G,2000,198,1.50188e+10
G,2000,198,1.45748e+10
G,2000,198,1.50839e+10
C,2000,198,4.33437e+07
C,2000,198,4.32736e+07
C,2000,198,4.29518e+07
C,2000,198,4.2855e+07
C,2000,198,4.329e+07
C,2000,198,4.62831e+07
C,2000,198,4.48392e+07
C,2000,198,4.51808e+07
C,2000,198,4.34316e+07
C,2000,198,4.46245e+07
G,2000,199,1.47601e+10
G,2000,199,1.53931e+10
G,2000,199,1.46395e+10
G,2000,199,1.475e+10
G,2000,199,1.51572e+10
G,2000,199,1.46496e+10
G,2000,199,1.53692e+10
G,2000,199,1.51769e+10
G,2000,199,1.50321e+10
G,2000,199,1.50937e+10
C,2000,199,6.13877e+07
C,2000,199,5.82303e+07
C,2000,199,5.22015e+07
C,2000,199,4.85264e+07
C,2000,199,5.87965e+07
C,2000,199,5.46987e+07
C,2000,199,5.81805e+07
C,2000,199,5.86983e+07
C,2000,199,5.82082e+07
C,2000,199,5.37955e+07
G,2100,200,1.34686e+10
G,2100,200,1.39654e+10
G,2100,200,1.3349e+10
G,2100,200,1.27831e+10
G,2100,200,1.25956e+10
G,2100,200,1.25605e+10
G,2100,200,1.25165e+10
G,2100,200,1.22745e+10
G,2100,200,1.23594e+10
G,2100,200,1.24232e+10
C,2100,200,5.21787e+09
C,2100,200,5.3641e+07
C,2100,200,5.35263e+07
C,2100,200,5.52497e+07
C,2100,200,5.29805e+07
C,2100,200,5.35817e+07
C,2100,200,5.39273e+07
C,2100,200,5.58527e+07
C,2100,200,5.35657e+07
C,2100,200,5.4375e+07
G,2100,201,1.23374e+10
G,2100,201,1.23441e+10
G,2100,201,1.25552e+10
G,2100,201,1.25102e+10
G,2100,201,1.26558e+10
G,2100,201,1.29774e+10
G,2100,201,1.30838e+10
G,2100,201,1.29465e+10
G,2100,201,1.23172e+10
G,2100,201,1.24367e+10
C,2100,201,5.24282e+07
C,2100,201,5.29285e+07
C,2100,201,5.30254e+07
C,2100,201,5.30088e+07
C,2100,201,5.26468e+07
C,2100,201,5.3009e+07
C,2100,201,5.32368e+07
C,2100,201,5.31311e+07
C,2100,201,5.61911e+07
C,2100,201,6.48462e+07
G,2100,202,1.25567e+10
G,2100,202,1.25884e+10
G,2100,202,1.24633e+10
G,2100,202,1.26066e+10
G,2100,202,1.24556e+10
G,2100,202,1.26014e+10
G,2100,202,1.25416e+10
G,2100,202,1.26852e+10
G,2100,202,1.26041e+10
G,2100,202,1.22509e+10
C,2100,202,5.30483e+07
C,2100,202,5.30857e+07
C,2100,202,5.15285e+07
C,2100,202,5.2989e+07
C,2100,202,5.20806e+07
C,2100,202,5.30022e+07
C,2100,202,5.19426e+07
C,2100,202,5.25191e+07
C,2100,202,5.19708e+07
C,2100,202,5.19173e+07
G,2100,203,1.24863e+10
G,2100,203,1.22509e+10
G,2100,203,1.22719e+10
G,2100,203,1.22072e+10
G,2100,203,1.23762e+10
G,2100,203,1.22969e+10
G,2100,203,1.22545e+10
G,2100,203,1.22834e+10
G,2100,203,1.21962e+10
G,2100,203,1.25256e+10
C,2100,203,5.17447e+07
C,2100,203,5.17908e+07
C,2100,203,5.40444e+07
C,2100,203,5.25002e+07
C,2100,203,5.16468e+07
C,2100,203,5.18915e+07
C,2100,203,5.15489e+07
C,2100,203,5.21299e+07
C,2100,203,5.14817e+07
C,2100,203,5.22178e+07
G,2100,204,1.22488e+10
G,2100,204,1.22626e+10
G,2100,204,1.23663e+10
G,2100,204,1.28718e+10
G,2100,204,1.26038e+10
G,2100,204,1.24106e+10
G,2100,204,1.26508e+10
G,2100,204,1.24978e+10
G,2100,204,1.25744e+10
G,2100,204,1.22712e+10
C,2100,204,5.19783e+07
C,2100,204,5.28204e+07
C,2100,204,5.19714e+07
C,2100,204,5.16731e+07
C,2100,204,5.20204e+07
C,2100,204,5.18803e+07
C,2100,204,5.16141e+07
C,2100,204,5.23846e+07
C,2100,204,5.17727e+07
C,2100,204,5.23121e+07
G,2100,205,1.24272e+10
G,2100,205,1.23e+10
G,2100,205,1.24997e+10
G,2100,205,1.2423e+10
G,2100,205,1.22785e+10
G,2100,205,1.23449e+10
G,2100,205,1.24228e+10
G,2100,205,1.21428e+10
G,2100,205,1.23097e+10
G,2100,205,1.23742e+10
C,2100,205,5.47294e+07
C,2100,205,5.54847e+07
C,2100,205,5.22256e+07
C,2100,205,5.44891e+07
C,2100,205,6.86002e+07
C,2100,205,8.30494e+07
C,2100,205,9.2673e+07
C,2100,205,7.56154e+07
C,2100,205,7.04283e+07
C,2100,205,6.0566e+07
G,2100,206,1.23757e+10
G,2100,206,1.27309e+10
G,2100,206,1.22815e+10
G,2100,206,1.23425e+10
G,2100,206,1.249e+10
G,2100,206,1.26821e+10
G,2100,206,1.2344e+10
G,2100,206,1.3251e+10
G,2100,206,1.26377e+10
G,2100,206,1.27791e+10
C,2100,206,8.44213e+07
C,2100,206,6.43231e+07
C,2100,206,7.2336e+07
C,2100,206,9.98547e+07
C,2100,206,6.75982e+07
C,2100,206,7.17205e+07
C,2100,206,6.47245e+07
C,2100,206,6.40362e+07
C,2100,206,5.63055e+07
C,2100,206,5.25228e+07
G,2100,207,1.27063e+10
G,2100,207,1.27642e+10
G,2100,207,1.28622e+10
G,2100,207,1.25903e+10
G,2100,207,1.27526e+10
G,2100,207,1.26642e+10
G,2100,207,1.24172e+10
G,2100,207,1.25329e+10
G,2100,207,1.25322e+10
G,2100,207,1.22322e+10
C,2100,207,5.40976e+07
C,2100,207,5.38612e+07
C,2100,207,5.4348e+07
C,2100,207,5.39427e+07
C,2100,207,5.45978e+07
C,2100,207,5.22198e+07
C,2100,207,5.20357e+07
C,2100,207,5.19075e+07
C,2100,207,5.51347e+07
C,2100,207,5.2898e+07
G,2100,208,1.23948e+10
G,2100,208,1.26843e+10
G,2100,208,1.30371e+10
G,2100,208,1.24796e+10
G,2100,208,1.24141e+10
G,2100,208,1.23557e+10
G,2100,208,1.25442e+10
G,2100,208,1.23229e+10
G,2100,208,1.24548e+10
G,2100,208,1.22762e+10
C,2100,208,5.32557e+07
C,2100,208,5.42043e+07
C,2100,208,5.35135e+07
C,2100,208,5.32631e+07
C,2100,208,5.35674e+07
C,2100,208,5.33334e+07
C,2100,208,5.37469e+07
C,2100,208,5.32789e+07
C,2100,208,5.33913e+07
C,2100,208,5.34728e+07
G,2100,209,1.24606e+10
G,2100,209,1.23816e+10
G,2100,209,1.23158e+10
G,2100,209,1.24422e+10
G,2100,209,1.32676e+10
G,2100,209,1.2666e+10
G,2100,209,1.242e+10
G,2100,209,1.27564e+10
G,2100,209,1.24126e+10
G,2100,209,1.22607e+10
C,2100,209,5.48616e+07
C,2100,209,5.41698e+07
C,2100,209,5.32469e+07
C,2100,209,5.39611e+07
C,2100,209,5.31187e+07
C,2100,209,5.31964e+07
C,2100,209,5.37676e+07
C,2100,209,5.34875e+07
C,2100,209,5.3339e+07
C,2100,209,5.40936e+07
G,2200,210,1.32968e+10
G,2200,210,1.32103e+10
G,2200,210,1.32037e+10
G,2200,210,1.33103e+10
G,2200,210,1.31541e+10
G,2200,210,1.31826e+10
G,2200,210,1.30723e+10
G,2200,210,1.3811e+10
G,2200,210,1.32498e+10
G,2200,210,1.30593e+10
C,2200,210,4.2357e+09
C,2200,210,5.66625e+07
C,2200,210,5.66605e+07
C,2200,210,5.65614e+07
C,2200,210,5.71871e+07
C,2200,210,5.69214e+07
C,2200,210,5.68422e+07
C,2200,210,5.71163e+07
C,2200,210,5.67686e+07
C,2200,210,5.84963e+07
G,2200,211,1.38702e+10
G,2200,211,1.32366e+10
G,2200,211,1.39895e+10
G,2200,211,1.37145e+10
G,2200,211,1.46516e+10
G,2200,211,1.42202e+10
G,2200,211,1.40812e+10
G,2200,211,1.41433e+10
G,2200,211,1.42051e+10
G,2200,211,1.41011e+10
C,2200,211,6.71436e+07
C,2200,211,6.3894e+07
C,2200,211,6.19889e+07
C,2200,211,6.64873e+07
C,2200,211,6.46233e+07
C,2200,211,6.43937e+07
C,2200,211,6.55643e+07
C,2200,211,6.42774e+07
C,2200,211,6.46778e+07
C,2200,211,6.42875e+07
G,2200,212,1.41259e+10
G,2200,212,1.42256e+10
G,2200,212,1.41978e+10
G,2200,212,1.41444e+10
G,2200,212,1.41798e+10
G,2200,212,1.42374e+10
G,2200,212,1.42887e+10
G,2200,212,1.42514e+10
G,2200,212,1.41555e+10
G,2200,212,1.41366e+10
C,2200,212,6.55783e+07
C,2200,212,6.49717e+07
C,2200,212,6.43196e+07
C,2200,212,6.54287e+07
C,2200,212,7.49825e+07
C,2200,212,6.69719e+07
C,2200,212,7.25518e+07
C,2200,212,7.28236e+07
C,2200,212,6.15589e+07
C,2200,212,7.1195e+07
G,2200,213,1.43215e+10
G,2200,213,1.41141e+10
G,2200,213,1.41852e+10
G,2200,213,1.41018e+10
G,2200,213,1.41898e+10
G,2200,213,1.41113e+10
G,2200,213,1.41334e+10
G,2200,213,1.41521e+10
G,2200,213,1.42027e+10
G,2200,213,1.41314e+10
C,2200,213,6.6008e+07
C,2200,213,6.34522e+07
C,2200,213,6.07602e+07
C,2200,213,6.50518e+07
C,2200,213,6.39521e+07
C,2200,213,5.99709e+07
C,2200,213,6.62503e+07
C,2200,213,6.43631e+07
C,2200,213,6.13432e+07
C,2200,213,6.3982e+07
G,2200,214,1.4259e+10
G,2200,214,1.41769e+10
G,2200,214,1.42838e+10
G,2200,214,1.39393e+10
G,2200,214,1.39238e+10
G,2200,214,1.37766e+10
G,2200,214,1.38367e+10
G,2200,214,1.37557e+10
G,2200,214,1.38978e+10
G,2200,214,1.37974e+10
C,2200,214,6.54965e+07
C,2200,214,5.98023e+07
C,2200,214,5.76853e+07
C,2200,214,6.15236e+07
C,2200,214,5.95691e+07
C,2200,214,6.2338e+07
C,2200,214,5.95554e+07
C,2200,214,5.84862e+07
C,2200,214,6.16519e+07
C,2200,214,6.10442e+07
G,2200,215,1.38108e+10
G,2200,215,1.38031e+10
G,2200,215,1.38002e+10
G,2200,215,1.38531e+10
G,2200,215,1.38301e+10
G,2200,215,1.38802e+10
G,2200,215,1.38763e+10
G,2200,215,1.39433e+10
G,2200,215,1.3795e+10
G,2200,215,1.38783e+10
C,2200,215,6.58344e+07
C,2200,215,6.32927e+07
C,2200,215,6.20503e+07
C,2200,215,6.1013e+07
C,2200,215,5.90838e+07
C,2200,215,6.18242e+07
C,2200,215,6.1303e+07
C,2200,215,7.33546e+07
C,2200,215,6.42537e+07
C,2200,215,6.07342e+07
G,2200,216,1.38101e+10
G,2200,216,1.3883e+10
G,2200,216,1.38892e+10
G,2200,216,1.38491e+10
G,2200,216,1.38338e+10
G,2200,216,1.38964e+10
G,2200,216,1.39099e+10
G,2200,216,1.38952e+10
G,2200,216,1.39797e+10
G,2200,216,1.40889e+10
C,2200,216,7.21533e+07
C,2200,216,5.97337e+07
C,2200,216,6.11593e+07
C,2200,216,5.91642e+07
C,2200,216,6.39178e+07
C,2200,216,6.219e+07
C,2200,216,5.84716e+07
C,2200,216,6.23525e+07
C,2200,216,6.07108e+07
C,2200,216,6.20974e+07
G,2200,217,1.38893e+10
G,2200,217,1.40636e+10
G,2200,217,1.40014e+10
G,2200,217,1.39518e+10
G,2200,217,1.39548e+10
G,2200,217,1.38906e+10
G,2200,217,1.39795e+10
G,2200,217,1.40637e+10
G,2200,217,1.40822e+10
G,2200,217,1.47353e+10
C,2200,217,1.75133e+08
C,2200,217,7.18956e+07
C,2200,217,6.8463e+07
C,2200,217,7.70781e+07
C,2200,217,7.7213e+07
C,2200,217,7.62414e+07
C,2200,217,8.0912e+07
C,2200,217,7.68609e+07
C,2200,217,7.54325e+07
C,2200,217,7.60921e+07
G,2200,218,1.39628e+10
G,2200,218,1.58151e+10
G,2200,218,1.36809e+10
G,2200,218,1.32338e+10
G,2200,218,1.32385e+10
G,2200,218,1.35955e+10
G,2200,218,1.30695e+10
G,2200,218,1.34249e+10
G,2200,218,1.32115e+10
G,2200,218,1.50213e+10
C,2200,218,1.16533e+08
C,2200,218,8.48507e+07
C,2200,218,8.53921e+07
C,2200,218,8.41694e+07
C,2200,218,8.44136e+07
C,2200,218,8.80452e+07
C,2200,218,8.67367e+07
C,2200,218,8.96672e+07
C,2200,218,8.66152e+07
C,2200,218,8.60744e+07
G,2200,219,1.58724e+10
G,2200,219,1.5588e+10
G,2200,219,1.44366e+10
G,2200,219,1.38462e+10
G,2200,219,1.35759e+10
G,2200,219,1.37772e+10
G,2200,219,1.41929e+10
G,2200,219,1.33667e+10
G,2200,219,1.40124e+10
G,2200,219,1.44435e+10
C,2200,219,1.30277e+08
C,2200,219,2.93226e+08
C,2200,219,1.28016e+08
C,2200,219,1.55545e+08
C,2200,219,1.52198e+08
C,2200,219,1.21356e+08
C,2200,219,1.95658e+08
C,2200,219,1.35154e+08
C,2200,219,1.2031e+08
C,2200,219,1.65617e+08
G,2300,220,1.79274e+10
G,2300,220,1.78139e+10
G,2300,220,1.76059e+10
G,2300,220,1.90425e+10
G,2300,220,1.78111e+10
G,2300,220,1.71344e+10
G,2300,220,1.70869e+10
G,2300,220,1.71075e+10
G,2300,220,1.67255e+10
G,2300,220,1.68318e+10
C,2300,220,6.2324e+09
C,2300,220,1.80162e+08
C,2300,220,1.53777e+08
C,2300,220,1.36279e+08
C,2300,220,1.50465e+08
C,2300,220,1.35186e+08
C,2300,220,1.40085e+08
C,2300,220,1.40221e+08
C,2300,220,1.28371e+08
C,2300,220,1.41168e+08
G,2300,221,1.85784e+10
G,2300,221,1.898e+10
G,2300,221,1.74598e+10
G,2300,221,1.67392e+10
G,2300,221,1.73284e+10
G,2300,221,1.82214e+10
G,2300,221,1.69158e+10
G,2300,221,1.72298e+10
G,2300,221,1.70324e+10
G,2300,221,1.69141e+10
C,2300,221,1.29807e+08
C,2300,221,1.68131e+08
C,2300,221,1.26297e+08
C,2300,221,1.24523e+08
C,2300,221,1.28688e+08
C,2300,221,1.51907e+08
C,2300,221,1.48706e+08
C,2300,221,1.47652e+08
C,2300,221,1.5947e+08
C,2300,221,1.64061e+08
G,2300,222,1.68904e+10
G,2300,222,1.67089e+10
G,2300,222,1.66502e+10
G,2300,222,1.66175e+10
G,2300,222,1.66153e+10
G,2300,222,1.65834e+10
G,2300,222,1.66738e+10
G,2300,222,1.66421e+10
G,2300,222,1.67351e+10
G,2300,222,1.67714e+10
C,2300,222,1.3229e+08
C,2300,222,1.47655e+08
C,2300,222,1.77787e+08
C,2300,222,1.45059e+08
C,2300,222,1.39295e+08
C,2300,222,1.51639e+08
C,2300,222,1.50441e+08
C,2300,222,1.25557e+08
C,2300,222,1.55842e+08
C,2300,222,1.27421e+08
G,2300,223,1.66638e+10
G,2300,223,1.67451e+10
G,2300,223,1.67167e+10
G,2300,223,1.67629e+10
G,2300,223,1.67506e+10
G,2300,223,1.65892e+10
G,2300,223,1.67823e+10
G,2300,223,1.67068e+10
G,2300,223,1.67715e+10
G,2300,223,1.66917e+10
C,2300,223,1.44341e+08
C,2300,223,1.51674e+08
C,2300,223,1.49605e+08
C,2300,223,1.27841e+08
C,2300,223,1.46417e+08
C,2300,223,1.37444e+08
C,2300,223,1.40143e+08
C,2300,223,1.43889e+08
C,2300,223,1.42236e+08
C,2300,223,1.42128e+08
G,2300,224,1.67446e+10
G,2300,224,1.6688e+10
G,2300,224,1.66766e+10
G,2300,224,1.65628e+10
G,2300,224,1.66979e+10
G,2300,224,1.65993e+10
G,2300,224,1.6525e+10
G,2300,224,1.72123e+10
G,2300,224,1.74508e+10
G,2300,224,1.8033e+10
C,2300,224,1.89149e+08
C,2300,224,1.50928e+08
C,2300,224,1.6344e+08
C,2300,224,1.57005e+08
C,2300,224,1.42834e+08
C,2300,224,1.45368e+08
C,2300,224,1.43358e+08
C,2300,224,1.6655e+08
C,2300,224,1.72944e+08
C,2300,224,1.32564e+08
G,2300,225,1.80641e+10
G,2300,225,1.6828e+10
G,2300,225,1.68181e+10
G,2300,225,1.67849e+10
G,2300,225,1.90638e+10
G,2300,225,2.00246e+10
G,2300,225,1.77241e+10
G,2300,225,1.84766e+10
G,2300,225,1.68283e+10
G,2300,225,1.69933e+10
C,2300,225,1.6621e+08
C,2300,225,1.24794e+08
C,2300,225,1.40104e+08
C,2300,225,1.36099e+08
C,2300,225,1.36367e+08
C,2300,225,1.36096e+08
C,2300,225,1.37292e+08
C,2300,225,1.37274e+08
C,2300,225,1.3799e+08
C,2300,225,1.36222e+08
G,2300,226,1.69427e+10
G,2300,226,1.71314e+10
G,2300,226,1.70317e+10
G,2300,226,1.73646e+10
G,2300,226,1.76222e+10
G,2300,226,1.75387e+10
G,2300,226,1.68532e+10
G,2300,226,1.6703e+10
G,2300,226,1.72713e+10
G,2300,226,1.77715e+10
C,2300,226,1.27009e+08
C,2300,226,1.2611e+08
C,2300,226,1.24622e+08
C,2300,226,1.28707e+08
C,2300,226,1.24929e+08
C,2300,226,1.24193e+08
C,2300,226,1.18372e+08
C,2300,226,1.17808e+08
C,2300,226,1.3062e+08
C,2300,226,1.15832e+08
G,2300,227,1.94695e+10
G,2300,227,1.88811e+10
G,2300,227,1.71625e+10
G,2300,227,1.66823e+10
G,2300,227,1.74294e+10
G,2300,227,1.70625e+10
G,2300,227,2.00306e+10
G,2300,227,1.93467e+10
G,2300,227,2.06655e+10
G,2300,227,1.72477e+10
C,2300,227,1.9975e+08
C,2300,227,1.67554e+08
C,2300,227,1.43651e+08
C,2300,227,1.36457e+08
C,2300,227,1.61067e+08
C,2300,227,1.43653e+08
C,2300,227,1.39132e+08
C,2300,227,1.32434e+08
C,2300,227,1.47448e+08
C,2300,227,1.26119e+08
G,2300,228,1.7328e+10
G,2300,228,1.79516e+10
G,2300,228,1.76844e+10
G,2300,228,1.7465e+10
G,2300,228,1.79662e+10
G,2300,228,1.7308e+10
G,2300,228,1.72119e+10
G,2300,228,1.70054e+10
G,2300,228,1.73897e+10
G,2300,228,1.70769e+10
C,2300,228,1.72358e+08
C,2300,228,1.7578e+08
C,2300,228,1.31557e+08
C,2300,228,1.45413e+08
C,2300,228,1.18983e+08
C,2300,228,1.48702e+08
C,2300,228,1.21187e+08
C,2300,228,1.16148e+08
C,2300,228,1.74603e+08
C,2300,228,1.32716e+08
G,2300,229,1.7391e+10
G,2300,229,1.71299e+10
G,2300,229,1.72193e+10
G,2300,229,1.71508e+10
G,2300,229,1.72357e+10
G,2300,229,1.71975e+10
G,2300,229,1.73268e+10
G,2300,229,1.75927e+10
G,2300,229,1.73073e+10
G,2300,229,1.71784e+10
C,2300,229,1.22778e+08
C,2300,229,1.2386e+08
C,2300,229,1.31441e+08
C,2300,229,1.20313e+08
C,2300,229,1.66904e+08
C,2300,229,1.21721e+08
C,2300,229,1.16422e+08
C,2300,229,1.39374e+08
C,2300,229,1.10874e+08
C,2300,229,1.05573e+08
G,2400,230,2.5954e+10
G,2400,230,2.56435e+10
G,2400,230,2.51827e+10
G,2400,230,2.49946e+10
G,2400,230,2.52328e+10
G,2400,230,2.51228e+10
G,2400,230,2.49622e+10
G,2400,230,2.50508e+10
G,2400,230,2.49321e+10
G,2400,230,2.56808e+10
C,2400,230,9.05524e+09
C,2400,230,1.78742e+08
C,2400,230,2.02262e+08
C,2400,230,1.94422e+08
C,2400,230,1.94543e+08
C,2400,230,2.42067e+08
C,2400,230,1.82363e+08
C,2400,230,1.95132e+08
C,2400,230,1.90953e+08
C,2400,230,2.41422e+08
G,2400,231,2.52669e+10
G,2400,231,2.5278e+10
G,2400,231,2.58982e+10
G,2400,231,2.60758e+10
G,2400,231,2.61095e+10
G,2400,231,2.60839e+10
G,2400,231,2.63965e+10
G,2400,231,2.63756e+10
G,2400,231,2.60493e+10
G,2400,231,2.57999e+10
C,2400,231,2.61459e+08
C,2400,231,2.18967e+08
C,2400,231,2.19132e+08
C,2400,231,2.24552e+08
C,2400,231,1.86318e+08
C,2400,231,2.23569e+08
C,2400,231,2.24482e+08
C,2400,231,1.84538e+08
C,2400,231,2.19294e+08
C,2400,231,2.14777e+08
G,2400,232,2.64796e+10
G,2400,232,2.64228e+10
G,2400,232,2.68031e+10
G,2400,232,2.67421e+10
G,2400,232,3.31436e+10
G,2400,232,2.64035e+10
G,2400,232,2.62726e+10
G,2400,232,2.62855e+10
G,2400,232,3.30313e+10
G,2400,232,2.63066e+10
C,2400,232,2.16676e+08
C,2400,232,1.98344e+08
C,2400,232,1.72286e+08
C,2400,232,2.16162e+08
C,2400,232,2.17426e+08
C,2400,232,2.12105e+08
C,2400,232,2.37619e+08
C,2400,232,2.1687e+08
C,2400,232,1.90382e+08
C,2400,232,2.34063e+08
G,2400,233,2.64085e+10
G,2400,233,2.62726e+10
G,2400,233,3.3063e+10
G,2400,233,3.30738e+10
G,2400,233,3.3572e+10
G,2400,233,4.16557e+10
G,2400,233,3.36284e+10
G,2400,233,3.19787e+10
G,2400,233,2.54119e+10
G,2400,233,3.16207e+10
C,2400,233,1.74858e+08
C,2400,233,1.79653e+08
